audit_id,file_path,audit_name,category,category_number,subcategory,tier,status,automatable,severity,estimated_duration,requires_runtime,requires_physical_access,requires_human_evaluation,requires_interviews,discovery,prd,task_decomposition,specification,implementation,testing,integration,deployment,post_production
code-quality.test-code-quality.flaky-test-detection,06-code-quality/test-code-quality/flaky-test-detection.yaml,Flaky Test Detection Audit,code-quality,06,test-code-quality,expert,active,partial,high,90 minutes,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,No,No
code-quality.test-code-quality.mock-stub-appropriateness,06-code-quality/test-code-quality/mock-stub-appropriateness.yaml,Mock/Stub Appropriateness Audit,code-quality,06,test-code-quality,expert,active,partial,high,60 minutes,false,false,false,false,No,No,No,Yes,Yes,Yes,Yes,No,No
code-quality.test-code-quality.test-data-management,06-code-quality/test-code-quality/test-data-management.yaml,Test Data Management Audit,code-quality,06,test-code-quality,expert,active,partial,high,60 minutes,false,false,false,false,No,No,No,Yes,Yes,Yes,Yes,No,No
code-quality.test-code-quality.test-independence,06-code-quality/test-code-quality/test-independence.yaml,Test Independence Audit,code-quality,06,test-code-quality,expert,active,partial,high,60 minutes,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,No,No
code-quality.test-code-quality.test-naming,06-code-quality/test-code-quality/test-naming.yaml,Test Naming Audit,code-quality,06,test-code-quality,expert,active,yes,medium,30 minutes,false,false,false,false,No,No,No,Yes,Yes,Yes,Yes,No,No
code-quality.test-code-quality.test-readability,06-code-quality/test-code-quality/test-readability.yaml,Test Readability Audit,code-quality,06,test-code-quality,expert,active,partial,medium,45 minutes,false,false,false,false,No,No,No,Yes,Yes,Yes,Yes,No,No
code-quality.testing.accessibility-testing,06-code-quality/testing/accessibility-testing.yaml,Accessibility Testing,code-quality,06,testing,expert,active,partial,high,2-4 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,No,No
code-quality.testing.contract-testing,06-code-quality/testing/contract-testing.yaml,Contract Testing,code-quality,06,testing,phd,active,partial,high,3-5 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,No,No
code-quality.testing.e2e-test-coverage,06-code-quality/testing/e2e-test-coverage.yaml,E2E Test Coverage,code-quality,06,testing,expert,active,partial,high,2-4 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,No,No
code-quality.testing.flaky-test,06-code-quality/testing/flaky-test.yaml,Flaky Test Detection,code-quality,06,testing,expert,active,partial,high,2-4 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,No,No
code-quality.testing.integration-test-coverage,06-code-quality/testing/integration-test-coverage.yaml,Integration Test Coverage,code-quality,06,testing,expert,active,partial,high,2-3 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,No,No
code-quality.testing.mock-vs-real-dependency,06-code-quality/testing/mock-vs-real-dependency.yaml,Mock vs Real Dependency,code-quality,06,testing,expert,active,partial,medium,2-3 hours,false,false,false,false,No,No,No,Yes,Yes,Yes,Yes,No,No
code-quality.testing.mutation-testing,06-code-quality/testing/mutation-testing.yaml,Mutation Testing,code-quality,06,testing,phd,active,yes,medium,3-5 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,No,No
code-quality.testing.property-based-testing,06-code-quality/testing/property-based-testing.yaml,Property Based Testing,code-quality,06,testing,phd,active,partial,medium,2-4 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,No,No
code-quality.testing.test-data-management,06-code-quality/testing/test-data-management.yaml,Test Data Management,code-quality,06,testing,expert,active,partial,medium,2-3 hours,false,false,false,false,No,No,No,Yes,Yes,Yes,Yes,No,No
code-quality.testing.test-execution-time,06-code-quality/testing/test-execution-time.yaml,Test Execution Time,code-quality,06,testing,expert,active,yes,medium,1-2 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,No,No
code-quality.testing.test-isolation,06-code-quality/testing/test-isolation.yaml,Test Isolation,code-quality,06,testing,expert,active,partial,medium,2-3 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,No,No
code-quality.testing.test-maintenance,06-code-quality/testing/test-maintenance.yaml,Test Maintenance,code-quality,06,testing,expert,active,partial,medium,2-3 hours,false,false,false,false,No,No,No,Yes,Yes,Yes,Yes,No,No
code-quality.testing.unit-test-coverage,06-code-quality/testing/unit-test-coverage.yaml,Unit Test Coverage,code-quality,06,testing,expert,active,yes,high,1-2 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,No,No
code-quality.testing.visual-regression,06-code-quality/testing/visual-regression.yaml,Visual Regression Testing,code-quality,06,testing,expert,active,partial,medium,2-3 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,No,No
code-quality.type-safety.exhaustiveness-checking,06-code-quality/type-safety/exhaustiveness-checking.yaml,Exhaustiveness Checking Audit,code-quality,06,type-safety,expert,active,partial,high,35 minutes,false,false,false,false,No,No,No,Yes,Yes,Yes,Yes,No,No
code-quality.type-safety.generic-template-usage,06-code-quality/type-safety/generic-template-usage.yaml,Generic and Template Usage Analysis Audit,code-quality,06,type-safety,expert,active,partial,medium,40 minutes,false,false,false,false,No,No,No,Yes,Yes,Yes,Yes,No,No
code-quality.type-safety.null-safety,06-code-quality/type-safety/null-safety.yaml,Null Safety Analysis Audit,code-quality,06,type-safety,expert,active,partial,high,35 minutes,false,false,false,false,No,No,No,Yes,Yes,Yes,Yes,No,No
code-quality.type-safety.type-coercion-risk,06-code-quality/type-safety/type-coercion-risk.yaml,Type Coercion Risk Analysis Audit,code-quality,06,type-safety,expert,active,partial,high,30 minutes,false,false,false,false,No,No,No,Yes,Yes,Yes,Yes,No,No
code-quality.type-safety.type-coverage,06-code-quality/type-safety/type-coverage.yaml,Type Coverage Analysis Audit,code-quality,06,type-safety,expert,active,full,high,30 minutes,false,false,false,false,No,No,No,Yes,Yes,Yes,Yes,No,No
architecture-design.architectural-patterns.anti-pattern-detection,07-architecture-design/architectural-patterns/anti-pattern-detection.yaml,Anti-Pattern Detection,architecture-design,07,architectural-patterns,phd,active,partial,critical,3-4 hours,false,false,false,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
architecture-design.architectural-patterns.consistency-of-pattern-usage,07-architecture-design/architectural-patterns/consistency-of-pattern-usage.yaml,Consistency of Pattern Usage,architecture-design,07,architectural-patterns,expert,active,partial,medium,2-3 hours,false,false,false,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
architecture-design.architectural-patterns.pattern-appropriateness,07-architecture-design/architectural-patterns/pattern-appropriateness.yaml,Pattern Appropriateness Analysis,architecture-design,07,architectural-patterns,expert,active,partial,high,3-4 hours,false,false,false,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
architecture-design.architectural-patterns.pattern-implementation-correctness,07-architecture-design/architectural-patterns/pattern-implementation-correctness.yaml,Pattern Implementation Correctness,architecture-design,07,architectural-patterns,expert,active,partial,high,2-4 hours,false,false,false,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
architecture-design.boundaries-modularity.bounded-context,07-architecture-design/boundaries-modularity/bounded-context.yaml,Bounded Context Audit,architecture-design,07,boundaries-modularity,phd,active,partial,high,120 minutes,false,false,false,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
architecture-design.boundaries-modularity.circular-dependency,07-architecture-design/boundaries-modularity/circular-dependency.yaml,Circular Dependency Audit,architecture-design,07,boundaries-modularity,expert,active,yes,high,45 minutes,false,false,false,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
architecture-design.boundaries-modularity.dependency-direction,07-architecture-design/boundaries-modularity/dependency-direction.yaml,Dependency Direction Audit,architecture-design,07,boundaries-modularity,phd,active,partial,high,60 minutes,false,false,false,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
architecture-design.boundaries-modularity.layer-separation,07-architecture-design/boundaries-modularity/layer-separation.yaml,Layer Separation Audit,architecture-design,07,boundaries-modularity,expert,active,partial,high,75 minutes,false,false,false,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
architecture-design.boundaries-modularity.module-boundary,07-architecture-design/boundaries-modularity/module-boundary.yaml,Module Boundary Audit,architecture-design,07,boundaries-modularity,phd,active,partial,high,90 minutes,false,false,false,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
architecture-design.boundaries-modularity.package-namespace-structure,07-architecture-design/boundaries-modularity/package-namespace-structure.yaml,Package/Namespace Structure Audit,architecture-design,07,boundaries-modularity,expert,active,yes,medium,45 minutes,false,false,false,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
architecture-design.boundaries-modularity.service-boundary,07-architecture-design/boundaries-modularity/service-boundary.yaml,Service Boundary Audit,architecture-design,07,boundaries-modularity,phd,active,partial,high,120 minutes,false,false,false,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
architecture-design.cohesion.class-cohesion,07-architecture-design/cohesion/class-cohesion.yaml,Class Cohesion Analysis,architecture-design,07,cohesion,expert,active,partial,high,2-3 hours,false,false,false,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
architecture-design.cohesion.feature-scattering,07-architecture-design/cohesion/feature-scattering.yaml,Feature Scattering Analysis,architecture-design,07,cohesion,expert,active,partial,high,2-4 hours,false,false,false,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
architecture-design.cohesion.module-cohesion,07-architecture-design/cohesion/module-cohesion.yaml,Module Cohesion Analysis,architecture-design,07,cohesion,expert,active,partial,high,2-4 hours,false,false,false,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
architecture-design.cohesion.service-cohesion,07-architecture-design/cohesion/service-cohesion.yaml,Service Cohesion Analysis,architecture-design,07,cohesion,phd,active,partial,high,3-5 hours,false,false,false,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
architecture-design.cohesion.shotgun-surgery-risk,07-architecture-design/cohesion/shotgun-surgery-risk.yaml,Shotgun Surgery Risk Analysis,architecture-design,07,cohesion,expert,active,partial,high,2-3 hours,false,false,false,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
architecture-design.coupling.afferent-efferent-coupling,07-architecture-design/coupling/afferent-efferent-coupling.yaml,Afferent and Efferent Coupling Analysis,architecture-design,07,coupling,phd,active,partial,high,2-3 hours,false,false,false,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
architecture-design.coupling.content-coupling,07-architecture-design/coupling/content-coupling.yaml,Content Coupling Detection,architecture-design,07,coupling,phd,active,partial,critical,2-3 hours,false,false,false,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
architecture-design.coupling.interface-coupling,07-architecture-design/coupling/interface-coupling.yaml,Interface Coupling Analysis,architecture-design,07,coupling,phd,active,partial,high,2-3 hours,false,false,false,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
architecture-design.coupling.stamp-coupling,07-architecture-design/coupling/stamp-coupling.yaml,Stamp Coupling Detection,architecture-design,07,coupling,expert,active,partial,medium,2-3 hours,false,false,false,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
architecture-design.coupling.temporal-coupling,07-architecture-design/coupling/temporal-coupling.yaml,Temporal Coupling Detection,architecture-design,07,coupling,expert,active,partial,high,2-3 hours,false,false,false,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
architecture-design.coupling.tight-coupling-detection,07-architecture-design/coupling/tight-coupling-detection.yaml,Tight Coupling Detection,architecture-design,07,coupling,expert,active,partial,high,2-4 hours,false,false,false,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
architecture-design.cross-cutting-concerns.aspect-separation,07-architecture-design/cross-cutting-concerns/aspect-separation.yaml,Aspect Separation Assessment,architecture-design,07,cross-cutting-concerns,expert,active,partial,high,2-3 hours,false,false,false,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
architecture-design.cross-cutting-concerns.concern-leakage,07-architecture-design/cross-cutting-concerns/concern-leakage.yaml,Concern Leakage Assessment,architecture-design,07,cross-cutting-concerns,expert,active,partial,high,2-3 hours,false,false,false,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
architecture-design.cross-cutting-concerns.cross-cutting-concern-handling,07-architecture-design/cross-cutting-concerns/cross-cutting-concern-handling.yaml,Cross-Cutting Concern Handling Assessment,architecture-design,07,cross-cutting-concerns,expert,active,partial,high,2-4 hours,false,false,false,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
architecture-design.cross-cutting-concerns.middleware-interceptor-design,07-architecture-design/cross-cutting-concerns/middleware-interceptor-design.yaml,Middleware and Interceptor Design Assessment,architecture-design,07,cross-cutting-concerns,expert,active,partial,high,2-3 hours,false,false,false,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
architecture-design.design-principles.composition-vs-inheritance,07-architecture-design/design-principles/composition-vs-inheritance.yaml,Composition vs Inheritance Analysis,architecture-design,07,design-principles,expert,active,partial,high,2-3 hours,false,false,false,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
architecture-design.design-principles.dependency-inversion,07-architecture-design/design-principles/dependency-inversion.yaml,Dependency Inversion Principle Compliance,architecture-design,07,design-principles,expert,active,partial,high,2-3 hours,false,false,false,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
architecture-design.design-principles.interface-segregation,07-architecture-design/design-principles/interface-segregation.yaml,Interface Segregation Principle Compliance,architecture-design,07,design-principles,expert,active,partial,high,2-3 hours,false,false,false,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
architecture-design.design-principles.law-of-demeter,07-architecture-design/design-principles/law-of-demeter.yaml,Law of Demeter Compliance,architecture-design,07,design-principles,expert,active,partial,medium,2-3 hours,false,false,false,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
architecture-design.design-principles.liskov-substitution,07-architecture-design/design-principles/liskov-substitution.yaml,Liskov Substitution Principle Compliance,architecture-design,07,design-principles,expert,active,partial,high,2-3 hours,false,false,false,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
